residual_dim,method,invariant,n_selected,spearman_score_log_norm,score_median,score_q99
64,relative_nre,Theta,470,-0.5875286211269178,0.021461912407908804,0.214232623627851
64,relative_nre,Khovanov,470,-0.578477424843517,0.012535062464920274,0.16352086954912584
64,residual_mahalanobis,Alexander,470,-0.0023911113784881614,1.618224696566387,23.610246011784827
64,residual_mahalanobis,Jones,470,0.23647597470992165,10.488113375283872,145.5062026139145
64,residual_mahalanobis,HOMFLY-PT,470,-0.0018480859512190447,15.62701283534744,246.90011461843127
64,residual_mahalanobis,Theta,470,0.7558226566026149,3.600683929715172,570.9541011606079
64,residual_mahalanobis,Khovanov,470,0.295956186391689,22.074107893044406,520.8706708446323
64,residual_isolation_forest,Alexander,470,0.5678436058608605,0.4614188867032873,0.6413107487188529
64,residual_isolation_forest,Jones,470,0.7467196683621574,0.33812914526447524,0.5342057178098688
64,residual_isolation_forest,HOMFLY-PT,470,0.6921798506765159,0.33304636239341234,0.5079698633878783
64,residual_isolation_forest,Theta,470,0.8423467964597928,0.3057196407057921,0.517704937893628
64,residual_isolation_forest,Khovanov,470,0.2922260775359907,0.3217854854049688,0.4834863438068391
64,conditional_percentile_100,Alexander,470,-0.017632485679582945,0.5,0.9872881355932204
64,conditional_percentile_100,Jones,470,-0.003027867063647067,0.4957627118644068,0.9893842887473461
64,conditional_percentile_100,HOMFLY-PT,470,0.005307718467730808,0.5010615711252654,0.9893617021276596
64,conditional_percentile_100,Theta,470,-0.0006503570701282175,0.49361702127659574,0.9872611464968153
64,conditional_percentile_100,Khovanov,470,0.00458587774881466,0.5031847133757962,0.9893617021276596
128,raw_sse,Alexander,470,0.06627574549117936,0.023223152224696654,0.5881287685348626
128,raw_sse,Jones,470,0.5845492405936198,0.10025391610869822,2.877438741903249
128,raw_sse,HOMFLY-PT,470,0.16584572923496238,0.34601388705149505,6.845483126320248
128,raw_sse,Theta,470,0.923547033221213,0.04576113159611962,71.6829286617467
128,raw_sse,Khovanov,470,0.38801885716489853,0.7402370097689479,26.606958215571982
128,relative_nre,Alexander,470,-0.7348503463862962,0.008013634225773987,0.5067773572051241
128,relative_nre,Jones,470,-0.6653828837316887,0.013468529857581416,0.22969558917737876
128,relative_nre,HOMFLY-PT,470,-0.7815672737887864,0.024895758421721707,0.26449526094521314
128,relative_nre,Theta,470,-0.5875286211269178,0.021461912407908804,0.214232623627851
128,relative_nre,Khovanov,470,-0.578477424843517,0.012535062464920274,0.16352086954912584
128,residual_mahalanobis,Alexander,470,-0.0023911113784881614,1.618224696566387,23.610246011784827
128,residual_mahalanobis,Jones,470,0.23647597470992165,10.488113375283872,145.5062026139145
128,residual_mahalanobis,HOMFLY-PT,470,-0.0016046824115703694,15.629668328143442,246.90875856426425
128,residual_mahalanobis,Theta,470,0.7557888829360292,3.5995758612339848,570.6965974421871
128,residual_mahalanobis,Khovanov,470,0.2644393929345849,51.56480661364592,968.6378810024595
128,residual_isolation_forest,Alexander,470,0.5678436058608605,0.4614188867032873,0.6413107487188529
128,residual_isolation_forest,Jones,470,0.7467196683621574,0.33812914526447524,0.5342057178098688
128,residual_isolation_forest,HOMFLY-PT,470,0.7346633203392035,0.32426286849023,0.469474644544386
128,residual_isolation_forest,Theta,470,0.871793674931072,0.30251520779656504,0.5229597311293688
128,residual_isolation_forest,Khovanov,470,0.2657539259236475,0.322475595688373,0.46409786949499904
128,conditional_percentile_100,Alexander,470,-0.017632485679582945,0.5,0.9872881355932204
128,conditional_percentile_100,Jones,470,-0.003027867063647067,0.4957627118644068,0.9893842887473461
128,conditional_percentile_100,HOMFLY-PT,470,0.005307718467730808,0.5010615711252654,0.9893617021276596
128,conditional_percentile_100,Theta,470,-0.0006503570701282175,0.49361702127659574,0.9872611464968153
128,conditional_percentile_100,Khovanov,470,0.00458587774881466,0.5031847133757962,0.9893617021276596
none,raw_sse,Alexander,470,0.06627574549117936,0.023223152224696654,0.5881287685348626
none,raw_sse,Jones,470,0.5845492405936198,0.10025391610869822,2.877438741903249
none,raw_sse,HOMFLY-PT,470,0.16584572923496238,0.34601388705149505,6.845483126320248
none,raw_sse,Theta,470,0.923547033221213,0.04576113159611962,71.6829286617467
none,raw_sse,Khovanov,470,0.38801885716489853,0.7402370097689479,26.606958215571982
none,relative_nre,Alexander,470,-0.7348503463862962,0.008013634225773987,0.5067773572051241
none,relative_nre,Jones,470,-0.6653828837316887,0.013468529857581416,0.22969558917737876
none,relative_nre,HOMFLY-PT,470,-0.7815672737887864,0.024895758421721707,0.26449526094521314
none,relative_nre,Theta,470,-0.5875286211269178,0.021461912407908804,0.214232623627851
none,relative_nre,Khovanov,470,-0.578477424843517,0.012535062464920274,0.16352086954912584
none,residual_mahalanobis,Alexander,470,-0.0023911113784881614,1.618224696566387,23.610246011784827
none,residual_mahalanobis,Jones,470,0.23647597470992165,10.488113375283872,145.5062026139145
none,residual_mahalanobis,HOMFLY-PT,470,-0.0016046824115703694,15.629668328143442,246.90875856426425
none,residual_mahalanobis,Theta,470,0.7558500247348384,3.600002378444525,570.8318216614297
none,residual_mahalanobis,Khovanov,470,0.29783399629637247,53.269684071482054,1048.4679805296491
none,residual_isolation_forest,Alexander,470,0.5678436058608605,0.4614188867032873,0.6413107487188529
none,residual_isolation_forest,Jones,470,0.7467196683621574,0.33812914526447524,0.5342057178098688
none,residual_isolation_forest,HOMFLY-PT,470,0.7346633203392035,0.32426286849023,0.469474644544386
none,residual_isolation_forest,Theta,470,0.8786422054136662,0.29949370003782605,0.39327787538119835
none,residual_isolation_forest,Khovanov,470,0.8161012548291937,0.32118379729001584,0.48222628036895954
none,conditional_percentile_100,Alexander,470,-0.017632485679582945,0.5,0.9872881355932204
none,conditional_percentile_100,Jones,470,-0.003027867063647067,0.4957627118644068,0.9893842887473461
none,conditional_percentile_100,HOMFLY-PT,470,0.005307718467730808,0.5010615711252654,0.9893617021276596
none,conditional_percentile_100,Theta,470,-0.0006503570701282175,0.49361702127659574,0.9872611464968153
none,conditional_percentile_100,Khovanov,470,0.00458587774881466,0.5031847133757962,0.9893617021276596
